,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
736,"Seattle, WA","Seattle, WA",USA,USA,"Seattle, WA, USA",Fred Hutchinson Cancer Research Center,Fred Hutchinson Cancer Research Center,2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,1939-10-30,2001-10-08,male,735,Leland Hartwell,"Los Angeles, CA, USA",for their discoveries of key regulators of the cell cycle,1/3,10000000,12295082,received,1,Medicine,lelandhartwell2001medicine,,0
737,"Seattle, WA","Seattle, WA",USA,USA,"Seattle, WA, USA",Fred Hutchinson Cancer Research Center,Fred Hutchinson Cancer Research Center,2004,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Seattle, WA","Seattle, WA",North America,USA,USA,1947-01-29,2004-10-04,female,775,Linda B. Buck,"Seattle, WA, USA",for their discoveries of odorant receptors and the organization of the olfactory system,1/2,10000000,11762861,received,2,Medicine,lindabbuck2004medicine,,0
738,"Los Angeles, CA","Los Angeles, CA",USA,USA,"Los Angeles, CA, USA",University of California School of Medicine,University of California School of Medicine,1998,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,1941-05-31,,male,459,Louis J. Ignarro,"Brooklyn, NY, USA",for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1/3,7600000,9713701,received,2,Medicine,louisjignarro1998medicine,,0
739,Paris,Paris,France,France,"Paris, France",World Foundation for AIDS Research and Prevention,World Foundation for AIDS Research and Prevention,2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Chabris,Chabris,Europe,France,France,1932-08-18,2008-10-06,male,825,Luc Montagnier,"Chabris, France",for their discovery of human immunodeficiency virus,1/4,10000000,10926573,received,3,Medicine,lucmontagnier2008medicine,,0
740,"Salt Lake City, UT","Salt Lake City, UT",USA,USA,"Salt Lake City, UT, USA",University of Utah,University of Utah,2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Verona,Verona,Europe,Italy,Italy,1937-10-06,2007-10-08,male,811,Mario R. Capecchi,"Verona, Italy",for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,10000000,11301989,received,1,Medicine,mariorcapecchi2007medicine,,0
741,"Bethesda, MD","Bethesda, MD",USA,USA,"Bethesda, MD, USA",National Institutes of Health,National Institutes of Health,1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1927-04-10,,male,390,Marshall W. Nirenberg,"New York, NY, USA",for their interpretation of the genetic code and its function in protein synthesis,1/3,350000,3052326,received,3,Medicine,marshallwnirenberg1968medicine,marshallnirenberg1968medicine,29
742,"Research Triangle Park, NC","Research Triangle Park, NC",USA,USA,"Research Triangle Park, NC, USA",National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Baltimore, MD","Baltimore, MD",North America,USA,USA,1925-12-01,1994-10-10,male,451,Martin Rodbell,"Baltimore, MD, USA",for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1/2,7000000,9249471,received,2,Medicine,martinrodbell1994medicine,martinrodbell1994medicine,25
743,London,London,United Kingdom,United Kingdom,"London, United Kingdom",London University,London University,1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Pongaroa,Pongaroa,Oceania,New Zealand,New Zealand,1916-12-15,,male,374,Maurice Wilkins,"Pongaroa, New Zealand",for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,1/3,257220,2836985,received,3,Medicine,mauricewilkins1962medicine,,0
744,"Pasadena, CA","Pasadena, CA",USA,USA,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Berlin,Berlin,Europe,Germany,Germany,1906-09-04,,male,391,Max Delbrück,"Berlin, Germany",for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,375000,3181561,received,1,Medicine,maxdelbrück1969medicine,,0
745,"New York, NY","New York, NY",USA,USA,"New York, NY, USA","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation",1951,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Pretoria,Pretoria,Africa,South Africa,South Africa,1899-01-30,,male,352,Max Theiler,"Pretoria, South Africa",for his discoveries concerning yellow fever and how to combat it,1,167612,2686090,received,1,Medicine,maxtheiler1951medicine,,0
746,Trondheim,Trondheim,Norway,Norway,"Trondheim, Norway",Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Fosnavåg,Fosnavåg,Europe,Norway,Norway,1963-01-04,,female,904,May-Britt Moser,"Fosnavåg, Norway",for their discoveries of cells that constitute a positioning system in the brain,1/4,8000000,8379888,received,2,Medicine,may-brittmoser2014medicine,,0
747,"Waltham, MA","Waltham, MA",USA,USA,"Waltham, MA, USA",Brandeis University,Brandeis University,2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Kansas City, MO","Kansas City, MO",North America,USA,USA,1944-03-07,,male,939,Michael Rosbash,"Kansas City, MO, USA",for their discoveries of molecular mechanisms controlling the circadian rhythm,1/3,9000000,9176183,received,2,Medicine,michaelrosbash2017medicine,michaelrosbash2017medicine,26
748,"Dallas, TX","Dallas, TX",USA,USA,"Dallas, TX, USA",University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1941-04-13,,male,432,Michael S. Brown,"New York, NY, USA",for their discoveries concerning the regulation of cholesterol metabolism,1/2,1800000,3843964,received,1,Medicine,michaelsbrown1985medicine,michaelbrown1985medicine,24
749,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Rockefeller University,Rockefeller University,2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Miami, FL","Miami, FL",North America,USA,USA,1949-03-28,,male,940,Michael W. Young,"Miami, FL, USA",for their discoveries of molecular mechanisms controlling the circadian rhythm,1/3,9000000,9176183,received,3,Medicine,michaelwyoung2017medicine,,0
750,Basel,Basel,Switzerland,Switzerland,"Basel, Switzerland",Basel Institute for Immunology,Basel Institute for Immunology,1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,London,London,Europe,United Kingdom,United Kingdom,1911-12-23,,male,429,Niels K. Jerne,"London, United Kingdom",for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1/3,1650000,3782090,received,1,Medicine,nielskjerne1984medicine,,0
751,Copenhagen,Copenhagen,Denmark,Denmark,"Copenhagen, Denmark",Finsen Medical Light Institute,Finsen Medical Light Institute,1903,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Thorshavn,Thorshavn,Europe,Faroe Islands (Denmark),Faroe Islands (Denmark),1860-12-15,,male,295,Niels Ryberg Finsen,"Thorshavn, Faroe Islands (Denmark)","in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",1,141358,7795478,received,1,Medicine,nielsrybergfinsen1903medicine,,0
752,Oxford,Oxford,United Kingdom,United Kingdom,"Oxford, United Kingdom",University of Oxford,University of Oxford,1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,the Hague,the Hague,Europe,the Netherlands,the Netherlands,1907-04-15,,male,402,Nikolaas Tinbergen,"the Hague, the Netherlands",for their discoveries concerning organization and elicitation of individual and social behaviour patterns,1/3,510000,3331882,received,3,Medicine,nikolaastinbergen1973medicine,,0
753,"Chapel Hill, NC","Chapel Hill, NC",USA,USA,"Chapel Hill, NC, USA",University of North Carolina,University of North Carolina,2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Halifax,Halifax,Europe,United Kingdom,United Kingdom,1925-06-23,2007-10-08,male,813,Oliver Smithies,"Halifax, United Kingdom",for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,10000000,11301989,received,3,Medicine,oliversmithies2007medicine,,0
754,Graz,Graz,Austria,Austria,"Graz, Austria",Graz University,Graz University,1936,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Frankfurt-on-the-Main,Frankfurt-on-the-Main,Europe,Germany,Germany,1873-06-03,,male,331,Otto Loewi,"Frankfurt-on-the-Main, Germany",for their discoveries relating to chemical transmission of nerve impulses,1/2,159850,4913422,received,2,Medicine,ottoloewi1936medicine,ottoloewi1936medicine,21
755,Kiel,Kiel,Germany,Germany,"Kiel, Germany",Kiel University,Kiel University,1922,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Hanover,Hanover,Europe,Germany,Germany,1884-04-12,,male,312,Otto Meyerhof,"Hanover, Germany",for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,1/2,122483,3145967,received,2,Medicine,ottomeyerhof1922medicine,ottomeyerhof1922medicine,24
756,Berlin-Dahlem,Berlin-Dahlem,Germany,Germany,"Berlin-Dahlem, Germany",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,1931,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Freiburg im Breisgau,Freiburg im Breisgau,Europe,Germany,Germany,1883-10-08,,male,322,Otto Warburg,"Freiburg im Breisgau, Germany",for his discovery of the nature and mode of action of the respiratory enzyme,1,173206,5238085,received,1,Medicine,ottowarburg1931medicine,ottowarburg1931medicine,23
757,"Urbana, IL","Urbana, IL",USA,USA,"Urbana, IL, USA",University of Illinois,University of Illinois,2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Sidney, OH","Sidney, OH",North America,USA,USA,1929-05-06,2003-10-06,male,764,Paul C. Lauterbur,"Sidney, OH, USA",for their discoveries concerning magnetic resonance imaging,1/2,10000000,11807305,received,1,Medicine,paulclauterbur2003medicine,,0
758,Göttingen,Göttingen,Germany,Germany,"Göttingen, Germany",Goettingen University,Goettingen University,1908,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Strehlen,Strzelin,Europe,Prussia,Poland,1854-03-14,,male,302,Paul Ehrlich,"Strehlen, Prussia (now Strzelin, Poland)",in recognition of their work on immunity,1/2,139800,7084459,received,2,Medicine,paulehrlich1908medicine,paulehrlich1908medicine,23
759,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Rockefeller University,Rockefeller University,2000,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1925-12-11,2000-10-09,male,723,Paul Greengard,"New York, NY, USA",for their discoveries concerning signal transduction in the nervous system,1/3,9000000,11333109,received,2,Medicine,paulgreengard2000medicine,paulgreengard2000medicine,25
760,Basel,Basel,Switzerland,Switzerland,"Basel, Switzerland",Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),1948,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Olten,Olten,Europe,Switzerland,Switzerland,1899-01-12,,male,346,Paul Müller,"Olten, Switzerland",for his discovery of the high efficiency of DDT as a contact poison against several arthropods,1,159773,3056881,received,1,Medicine,paulmüller1948medicine,,0
761,"Memphis, TN","Memphis, TN",USA,USA,"Memphis, TN, USA",St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,1996,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Brisbane,Brisbane,Oceania,Australia,Australia,1940-10-15,1996-10-07,male,455,Peter C. Doherty,"Brisbane, Australia",for their discoveries concerning the specificity of the cell mediated immune defence,1/2,7400000,9490424,received,1,Medicine,petercdoherty1996medicine,,0
762,London,London,United Kingdom,United Kingdom,"London, United Kingdom",University College,University College,1960,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Rio de Janeiro,Rio de Janeiro,South America,Brazil,Brazil,1915-02-28,1960-10-20,male,370,Peter Medawar,"Rio de Janeiro, Brazil",for discovery of acquired immunological tolerance,1/2,225987,2664941,received,2,Medicine,petermedawar1960medicine,,0
763,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Rockefeller University,Rockefeller University,1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Baltimore, MD","Baltimore, MD",North America,USA,USA,1879-10-05,,male,383,Peyton Rous,"Baltimore, MD, USA",for his discovery of tumour-inducing viruses,1/2,300000,2784653,received,1,Medicine,peytonrous1966medicine,,0
764,"Rochester, MN","Rochester, MN",USA,USA,"Rochester, MN, USA",Mayo Clinic,Mayo Clinic,1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Pittsburgh, PA","Pittsburgh, PA",North America,USA,USA,1896-02-28,,male,351,Philip S. Hench,"Pittsburgh, PA, USA","for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1/3,164304,3050198,received,3,Medicine,philipshench1950medicine,,0
765,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA","Massachusetts Institute of Technology (MIT), Center for Cancer Research","Massachusetts Institute of Technology (MIT), Center for Cancer Research",1993,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Falmouth, KY","Falmouth, KY",North America,USA,USA,1944-06-06,1993-10-11,male,449,Phillip A. Sharp,"Falmouth, KY, USA",for their discoveries of split genes,1/2,6700000,9044276,received,2,Medicine,phillipasharp1993medicine,,0
766,Stockholm,Stockholm,Sweden,Sweden,"Stockholm, Sweden",Karolinska Institutet,Karolinska Institutet,1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Helsinki,Helsinki,Europe,Russian Empire,Finland,1900-10-30,,male,385,Ragnar Granit,"Helsinki, Russian Empire (now Finland)",for their discoveries concerning the primary physiological and chemical visual processes in the eye,1/3,320000,2843602,received,1,Medicine,ragnargranit1967medicine,,0
767,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Rockefeller University,Rockefeller University,2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Montreal,Montreal,North America,Canada,Canada,1943-01-14,,male,863,Ralph M. Steinman,"Montreal, Canada",for his discovery of the dendritic cell and its role in adaptive immunity,1/2,10000000,10545557,received,3,Medicine,ralphmsteinman2011medicine,ralphsteinman2011medicine,25
768,"Berkeley, CA","Berkeley, CA",USA,USA,"Berkeley, CA, USA",University of California,University of California,2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"St. Paul, MN","St. Paul, MN",North America,USA,USA,1948-12-30,,male,885,Randy W. Schekman,"St. Paul, MN, USA","for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3,8000000,8365867,received,2,Medicine,randywschekman2013medicine,randyschekman2013medicine,25
769,London,London,United Kingdom,United Kingdom,"London, United Kingdom",Imperial Cancer Research Fund Laboratory,Imperial Cancer Research Fund Laboratory,1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Catanzaro,Catanzaro,Europe,Italy,Italy,1914-02-22,1975-10-16,male,407,Renato Dulbecco,"Catanzaro, Italy",for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,1/3,630000,3404179,received,2,Medicine,renatodulbecco1975medicine,,0
770,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Columbia University,Columbia University,2004,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1946-07-02,2004-10-04,male,774,Richard Axel,"New York, NY, USA",for their discoveries of odorant receptors and the organization of the olfactory system,1/2,10000000,11762861,received,1,Medicine,richardaxel2004medicine,richardaxel2004medicine,23
771,"Beverly, MA","Beverly, MA",USA,USA,"Beverly, MA, USA",New England Biolabs,New England Biolabs,1993,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Derby,Derby,Europe,United Kingdom,United Kingdom,1943-09-06,1993-10-11,male,448,Richard J. Roberts,"Derby, United Kingdom",for their discoveries of split genes,1/2,6700000,9044276,received,1,Medicine,richardjroberts1993medicine,,0
772,Rome,Rome,Italy,Italy,"Rome, Italy",Institute of Cell Biology of the C.N.R.,Institute of Cell Biology of the C.N.R.,1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Turin,Turin,Europe,Italy,Italy,1909-04-22,,female,435,Rita Levi-Montalcini,"Turin, Italy",for their discoveries of growth factors,1/2,2000000,4098361,received,2,Medicine,ritalevi-montalcini1986medicine,ritamontalcini1986medicine,26
773,Vienna,Vienna,Austria,Austria,"Vienna, Austria",Vienna University,Vienna University,1914,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Vienna,Vienna,Europe,Austria,Austria,1876-04-22,1915-10-29,male,308,Robert Bárány,"Vienna, Austria",for his work on the physiology and pathology of the vestibular apparatus,1,146900,7062500,received,1,Medicine,robertbárány1914medicine,robertny1914medicine,20
774,"Brooklyn, NY","Brooklyn, NY",USA,USA,"Brooklyn, NY, USA",SUNY Health Science Center,SUNY Health Science Center,1998,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Charleston, SC","Charleston, SC",North America,USA,USA,1916-06-04,,male,458,Robert F. Furchgott,"Charleston, SC, USA",for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1/3,7600000,9713701,received,1,Medicine,robertffurchgott1998medicine,robertfurchgott1998medicine,27
775,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,2010,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Batley,Batley,Europe,United Kingdom,United Kingdom,1925-09-27,,male,848,Robert G. Edwards,"Batley, United Kingdom",for the development of in vitro fertilization,1,10000000,10819388,received,1,Medicine,robertgedwards2010medicine,,0
776,Berlin,Berlin,Germany,Germany,"Berlin, Germany",Institute for Infectious Diseases,Institute for Infectious Diseases,1905,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Clausthal,Clausthal-Zellerfeld,Europe,Germany,Germany,1843-12-11,,male,297,Robert Koch,"Clausthal (now Clausthal-Zellerfeld), Germany",for his investigations and discoveries in relation to tuberculosis,1,138089,7615202,received,1,Medicine,robertkoch1905medicine,,0
777,"Ithaca, NY","Ithaca, NY",USA,USA,"Ithaca, NY, USA",Cornell University,Cornell University,1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Urbana, IL","Urbana, IL",North America,USA,USA,1922-01-28,,male,388,Robert W. Holley,"Urbana, IL, USA",for their interpretation of the genetic code and its function in protein synthesis,1/3,350000,3052326,received,1,Medicine,robertwholley1968medicine,,0
778,Oxford,Oxford,United Kingdom,United Kingdom,"Oxford, United Kingdom",University of Oxford,University of Oxford,1972,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Newton-le-Willows,Newton-le-Willows,Europe,United Kingdom,United Kingdom,1917-10-08,,male,399,Rodney R. Porter,"Newton-le-Willows, United Kingdom",for their discoveries concerning the chemical structure of antibodies,1/2,480000,3345725,received,2,Medicine,rodneyrporter1972medicine,,0
779,"San Diego, CA","San Diego, CA",USA,USA,"San Diego, CA, USA",The Salk Institute,The Salk Institute,1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Dijon,Dijon,Europe,France,France,1924-01-11,,male,411,Roger Guillemin,"Dijon, France",for their discoveries concerning the peptide hormone production of the brain,1/4,700000,3080986,received,1,Medicine,rogerguillemin1977medicine,,0
780,"Pasadena, CA","Pasadena, CA",USA,USA,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Hartford, CT","Hartford, CT",North America,USA,USA,1913-08-20,1981-10-09,male,422,Roger W. Sperry,"Hartford, CT, USA",for his discoveries concerning the functional specialization of the cerebral hemispheres,1/2,1000000,2929688,received,1,Medicine,rogerwsperry1981medicine,,0
781,Zurich,Zurich,Switzerland,Switzerland,"Zurich, Switzerland","University of Zurich, Institute of Experimental Immunology","University of Zurich, Institute of Experimental Immunology",1996,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Basel,Basel,Europe,Switzerland,Switzerland,1944-01-06,1996-10-07,male,456,Rolf M. Zinkernagel,"Basel, Switzerland",for their discoveries concerning the specificity of the cell mediated immune defence,1/2,7400000,9490424,received,2,Medicine,rolfmzinkernagel1996medicine,,0
782,Liverpool,Liverpool,United Kingdom,United Kingdom,"Liverpool, United Kingdom",University College,University College,1902,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Almora,Almora,Asia,India,India,1857-05-13,,male,294,Ronald Ross,"Almora, India","for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",1,141847,8059489,received,1,Medicine,ronaldross1902medicine,,0
783,"Bronx, NY","Bronx, NY",USA,USA,"Bronx, NY, USA",Veterans Administration Hospital,Veterans Administration Hospital,1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1921-07-19,,female,413,Rosalyn Yalow,"New York, NY, USA",for the development of radioimmunoassays of peptide hormones,1/2,700000,3080986,received,3,Medicine,rosalynyalow1977medicine,rosalynyalow1977medicine,24
784,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Torino,Torino,Europe,Italy,Italy,1912-08-13,,male,393,Salvador E. Luria,"Torino, Italy",for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,375000,3181561,received,3,Medicine,salvadoreluria1969medicine,salvadorluria1969medicine,25
785,Madrid,Madrid,Spain,Spain,"Madrid, Spain",Madrid University,Madrid University,1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Petilla de Aragón,Petilla de Aragón,Europe,Spain,Spain,1852-05-01,,male,299,Santiago Ramón y Cajal,"Petilla de Aragón, Spain",in recognition of their work on the structure of the nervous system,1/2,138536,7421571,received,2,Medicine,santiagoramónycajal1906medicine,,0
786,Tokyo,Tokyo,Japan,Japan,"Tokyo, Japan",Kitasato University,Kitasato University,2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Yamanashi Prefecture,Yamanashi Prefecture,Asia,Japan,Japan,1935-07-12,,male,917,Satoshi &#332;mura,"Yamanashi Prefecture, Japan",for their discoveries concerning a novel therapy against infections caused by roundworm parasites,1/4,8000000,8384572,received,2,Medicine,satoshi&#332;mura2015medicine,,0
787,"New Brunswick, NJ","New Brunswick, NJ",USA,USA,"New Brunswick, NJ, USA",Rutgers University,Rutgers University,1952,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Priluka,Nova Pryluka,Europe,Russian Empire,Ukraine,1888-07-22,,male,353,Selman A. Waksman,"Priluka, Russian Empire (now Nova Pryluka, Ukraine)","for his discovery of streptomycin, the first antibiotic effective against tuberculosis",1,171135,2546652,received,1,Medicine,selmanawaksman1952medicine,selmanwaksman1952medicine,25
788,"New York, NY","New York, NY",USA,USA,"New York, NY, USA","New York University, College of Medicine","New York University, College of Medicine",1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Luarca,Luarca,Europe,Spain,Spain,1905-09-24,,male,367,Severo Ochoa,"Luarca, Spain",for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,1/2,220678,2704387,received,1,Medicine,severoochoa1959medicine,,0
789,Kyoto,Kyoto,Japan,Japan,"Kyoto, Japan",Kyoto University,Kyoto University,2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Osaka,Osaka,Asia,Japan,Japan,1962-09-04,,male,875,Shinya Yamanaka,"Osaka, Japan",for the discovery that mature cells can be reprogrammed to become pluripotent,1/2,8000000,8361204,received,2,Medicine,shinyayamanaka2012medicine,,0
790,London,London,United Kingdom,United Kingdom,"London, United Kingdom",London University,London University,1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Lochfield,Lochfield,Europe,Scotland,Scotland,1881-08-06,,male,339,Sir Alexander Fleming,"Lochfield, Scotland",for the discovery of penicillin and its curative effect in various infectious diseases,1/3,121333,2499993,received,1,Medicine,siralexanderfleming1945medicine,,0
791,London,London,United Kingdom,United Kingdom,"London, United Kingdom",University College,University College,1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Leipzig,Leipzig,Europe,Germany,Germany,1911-03-26,1970-10-15,male,394,Sir Bernard Katz,"Leipzig, Germany","for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation",1/3,400000,3177966,received,1,Medicine,sirbernardkatz1970medicine,sirbernardkatz1970medicine,26
792,Oxford,Oxford,United Kingdom,United Kingdom,"Oxford, United Kingdom",University of Oxford,University of Oxford,1932,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,London,London,Europe,United Kingdom,United Kingdom,1857-11-27,,male,323,Sir Charles Sherrington,"London, United Kingdom",for their discoveries regarding the functions of neurons,1/2,171753,5279293,received,1,Medicine,sircharlessherrington1932medicine,,0
793,Melbourne,Melbourne,Australia,Australia,"Melbourne, Australia",Walter and Eliza Hall Institute for Medical Research,Walter and Eliza Hall Institute for Medical Research,1960,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Traralgon,Traralgon,Oceania,Australia,Australia,1899-09-03,1960-10-20,male,369,Sir Frank Macfarlane Burnet,"Traralgon, Australia",for discovery of acquired immunological tolerance,1/2,225987,2664941,received,1,Medicine,sirfrankmacfarlaneburnet1960medicine,,0
794,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Eastbourne,Eastbourne,Europe,United Kingdom,United Kingdom,1861-06-20,,male,320,Sir Frederick Hopkins,"Eastbourne, United Kingdom",for his discovery of the growth-stimulating vitamins,1/2,172760,4907955,received,2,Medicine,sirfrederickhopkins1929medicine,,0
795,London,London,United Kingdom,United Kingdom,"London, United Kingdom",National Institute for Medical Research,National Institute for Medical Research,1936,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,London,London,Europe,United Kingdom,United Kingdom,1875-06-09,,male,330,Sir Henry Dale,"London, United Kingdom",for their discoveries relating to chemical transmission of nerve impulses,1/2,159850,4913422,received,1,Medicine,sirhenrydale1936medicine,,0
796,Oxford,Oxford,United Kingdom,United Kingdom,"Oxford, United Kingdom",University of Oxford,University of Oxford,1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Adelaide,Adelaide,Oceania,Australia,Australia,1898-09-24,,male,341,Sir Howard Florey,"Adelaide, Australia",for the discovery of penicillin and its curative effect in various infectious diseases,1/3,121333,2499993,received,3,Medicine,sirhowardflorey1945medicine,,0
797,London,London,United Kingdom,United Kingdom,"London, United Kingdom","London University, King's College Hospital Medical School","London University, King's College Hospital Medical School",1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Uddingston,Uddingston,Europe,Scotland,Scotland,1924-06-14,,male,437,Sir James W. Black,"Uddingston, Scotland",for their discoveries of important principles for drug treatment,1/3,2500000,4645689,received,1,Medicine,sirjameswblack1988medicine,,0
